smiles,output_class,output_reg,compound_id,parent_chemblid,target_protein_id,target_chembl_id,uniprot_id,count,parent_pref_name,max_phase,first_approval,usan_year
CC(C)n1nc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)oc1=O,0.59817487,9.015163,d126371,CHEMBL3582335,tp0176,CHEMBL1628481,P35414,1,,,,
CC(C)N1CCC(c2cc(NC(=O)c3cnn4cccnc34)n(-c3ccc(C4CC4)cc3F)n2)CC1,0.77083045,9.180944,d126912,CHEMBL3586508,tp0430,CHEMBL1804,P30874,1,,,,
O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCC1,1.0,9.106014,d122685,CHEMBL115283,tp0137,CHEMBL333,P08253,1,,,,
O=C1COc2ccc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)cc2N1,0.9992855,9.711566,d120649,CHEMBL3425808,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COC(=O)N[C@H]1CO[C@@H]2OC[C@H](OC(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(OC)cc3)[C@@H]21,1.0,9.047369,d129707,CHEMBL3605641,tp0003,CHEMBL243,Q72874,1,,,,
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccncc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccccc3)o2)C[C@H]1C(=O)NCC(F)(F)F,0.9999973,9.196508,d121504,CHEMBL326796,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCCCc1ccccc1)CC(=O)NO,0.75700754,9.061045,d125274,CHEMBL116318,tp0227,CHEMBL1907594;CHEMBL3068,P32297;P32297,1,,,,
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccncc1)C[C@H](O)CN1CCN(Cc2cc3ccccc3o2)C[C@H]1C(=O)NCC(F)(F)F,0.9999916,9.063808,d121569,CHEMBL325829,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CN1CCN=C1c1cccc(Oc2nc(Oc3cc(C(=N)N)ccc3O)c(F)c(O[C@H]3CN[C@H](C(=O)O)C3)c2F)c1,0.87156266,9.196737,d128047,CHEMBL332189,tp0176,CHEMBL1628481,P35414,1,,,,
CN(C)c1ccc2c(c1)OC1=CC(=[N+](C)C)C=CC1C2c1ccc(C(=O)NCCCC[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc(N=[N+]=[N-])cc2)NC(=O)CCCCCNC(=O)[C@]2(Cc3cccc(Nc4nccs4)n3)CC[C@@H](Oc3cccc(Cl)c3F)CC2)C(N)=O)cc1C(=O)O,0.9553941,9.619205,d128636,CHEMBL3600870,tp0430,CHEMBL1804,P30874,1,,,,
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccncc1)C[C@H](O)CN1CCN(CC2=CC3C=CSC3S2)C[C@H]1C(=O)NCC(F)(F)F,0.99980146,9.048294,d121506,CHEMBL326849,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccccc3)o2)C[C@H]1C(=O)NCC(F)(F)F,0.99999046,9.159497,d121397,CHEMBL444533,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2cc3ccccc3o2)C[C@H]1C(=O)NCC(F)(F)F,0.9999728,9.097462,d121754,CHEMBL324461,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(Nc1cccc(CN2C(=O)N(Cc3cccc(NC(=O)c4nccs4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1)c1nccs1,1.0,9.343134,d123293,CHEMBL324293,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCNC(=O)c2ccc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)CC1,1.0,9.018736,d121043,CHEMBL3426699,tp0430,CHEMBL1804,P30874,1,,,,
O=C(c1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)cc1)N1CCCCC1,0.95933425,9.071222,d117449,CHEMBL3402570,tp0176,CHEMBL1628481,P35414,1,,,,
O=C1COc2ccc(CNC34CCC(CCc5ccnc6cc(C(F)(F)F)cnc56)(CC3)OC4)nc2N1,0.5751542,9.161509,d120412,CHEMBL3422978,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
O=C(c1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)cc1)N1CCOCC1,0.7834014,9.093178,d117448,CHEMBL3402569,tp0176,CHEMBL1628481,P35414,1,,,,
O=C1COc2cc(Cl)c(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1,0.99968183,9.888407,d120644,CHEMBL3425800,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
O=C1COc2cc(OC(=O)c3ccccc3)c(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1,0.99998647,9.621173,d120646,CHEMBL3425805,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
O=C1COc2ccc(CNC34CCC(CC5(F)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1,0.9795538,9.385199,d116793,CHEMBL3400820,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
O=C1COc2ccc(CNC34CCC(CC5Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1,0.9970462,9.140654,d116792,CHEMBL3400819,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
CN(C)[C@]1(c2ccccc2)CC[C@@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,0.9923895,9.0961895,d124184,CHEMBL3545616,tp0013,CHEMBL249,P25103,1,,,,
CCn1cc([C@@]2(c3nn(CC(N)=O)c(=O)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,0.8555831,9.0282545,d126381,CHEMBL3582344,tp0176,CHEMBL1628481,P35414,1,,,,
CCn1cc([C@@]2(c3nn(CC(=O)O)c(=O)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,0.9998978,9.071358,d126379,CHEMBL3582343,tp0176,CHEMBL1628481,P35414,1,,,,
CCn1cc([C@@]2(c3nn(C(C)C)c(=O)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,0.5926832,9.039705,d126376,CHEMBL3582340,tp0176,CHEMBL1628481,P35414,1,,,,
CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3cnc(N5CCCCC5)cn3)C4)n[nH]c2c1,0.76726645,9.638189,d134167,CHEMBL3644620,tp0430,CHEMBL1804,P30874,1,,,,
O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6cc(Cl)cnc56)(CC3)OC4)nc2N1,0.7993279,9.173298,d120395,CHEMBL3422961,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
CCOC(=O)[C@@H]1C[C@@H](Oc2c(F)c(Oc3cccc(C4=NCCN4C)c3)nc(Oc3cc(C(=N)N)ccc3O)c2F)CN1,0.92682135,9.313171,d131471,CHEMBL331213,tp0176,CHEMBL1628481,P35414,1,,,,
CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(O)ccc3[nH]c12,0.995039,9.0689,d124189,CHEMBL3545622,tp0019,CHEMBL3371,P50406,1,,,,
Nc1[nH]nc2ccc(CN3C(=O)N(Cc4ccc5n[nH]c(N)c5c4)[C@H](Cc4ccccc4)[C@H](O)[C@H]3CCc3ccccc3)cc12,0.95424426,9.499611,d365889,CHEMBL291004,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,1.0,9.511616,d365842,CHEMBL290331,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NC/C(F)=C\c3cc(F)ccc3F)(CC1)CO2,0.9995543,9.122763,d120670,CHEMBL3425937,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(N)=O)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,1.0,9.208588,d365733,CHEMBL284340,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NC/C=C/c3c(F)cccc3F)(CC1)CO2,0.99435365,9.092855,d120667,CHEMBL3425934,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NC/C=C/c3cc(F)ccc3F)(CC1)CO2,0.99417466,9.269606,d120668,CHEMBL3425935,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(N)=O)c3)[C@H](Cc3ccc(F)cc3)[C@H](O)[C@H]2CCc2ccc(F)cc2)c1,0.99999964,9.572347,d365732,CHEMBL284941,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(N)=O)c3)[C@H](Cc3ccc(F)c(F)c3)[C@H](O)[C@H]2CCc2ccc(F)c(F)c2)c1,0.9999997,9.627417,d365731,CHEMBL288261,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
N=C(NO)c1cccc(CN2C(=O)N(Cc3cccc(/C(N)=N/O)c3)[C@H](CCc3ccccc3)[C@@H](O)[C@H]2Cc2ccccc2)c1,1.0,9.838918,d365796,CHEMBL284942,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
N=C(NO)c1cccc(CN2C(=O)N(Cc3cccc(/C(N)=N/O)c3)[C@H](CCc3ccc(F)c(F)c3)[C@@H](O)[C@H]2Cc2ccc(F)c(F)c2)c1,0.99999905,10.358264,d365808,CHEMBL36900,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
N/C(=N\O)c1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,0.9999997,10.113782,d365908,CHEMBL416783,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NC/C=C/c3ccc(F)cc3)(CC1)CO2,0.9911335,9.059821,d120669,CHEMBL3425936,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
O=C1COc2cnc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)cc2N1,0.9994909,9.674927,d120647,CHEMBL3425806,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COc1ccc(-n2c(COCCOCCOCCOCCNC(=O)CCCCCNC(=O)c3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)nnc2N2CC(Oc3ccc(F)cc3Cl)C2)cn1,0.9998595,9.2773285,d125167,CHEMBL3559144,tp0430,CHEMBL1804,P30874,1,,,,
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCCCc3cc(F)ccc3F)(CC1)CO2,0.9947394,9.137813,d120674,CHEMBL3425941,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3c(Cl)cc4c(c3Cl)OCCO4)(CC1)CO2,0.98143065,9.234372,d120653,CHEMBL3425825,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3cc(-c4cccs4)on3)(CC1)CO2,0.9247953,9.284017,d120676,CHEMBL3425943,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3cc4c(c(Cl)c3Cl)OCCO4)(CC1)CO2,0.9577631,9.442969,d120654,CHEMBL3425826,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
Cc1noc(C)c1[C@@H]1C[C@@](C)(c2cc(-c3cccnc3C#N)c(F)cc2F)N=C(N)S1,0.87325174,9.113452,d121178,CHEMBL3427254,tp0089,CHEMBL2094108;CHEMBL272,P49356;P49356,1,,,,
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3cc4c(cn3)OCCO4)(CC1)CO2,0.9755348,9.18871,d120650,CHEMBL3425810,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3cc4c(cn3)OCS4)(CC1)CO2,0.99396515,9.424222,d120666,CHEMBL3425932,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
Cc1nn(C)c2ncc(CN3CCN(C[C@@H](O)C[C@@H](Cc4ccccc4)C(=O)NC4c5ccccc5C[C@H]4O)[C@H](C(=O)NC(C)(C)C)C3)cc12,0.99982584,9.182294,d122540,CHEMBL115080,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3ccc4c(c3)OC(F)(F)O4)(CC1)CO2,0.9185072,9.259384,d120664,CHEMBL3425931,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3ccc4c(c3)OCCO4)(CC1)CO2,0.99329424,9.167734,d120651,CHEMBL3425822,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
Oc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,0.82337093,9.358676,d115640,CHEMBL3393717,tp0430,CHEMBL1804,P30874,1,,,,
N/C(=N\O)c1cccc(CN2C(=O)N(CC3CC3)[C@H](CCc3ccccc3)[C@@H](O)[C@H]2Cc2ccccc2)c1,1.0,9.816064,d365790,CHEMBL287923,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CC(C(=O)NCc1ccc(C(F)(F)F)cc1-c1ccc(F)c(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,1.0,9.099843,d132925,CHEMBL3629233,tp0013,CHEMBL249,P25103,1,,,,
C=Cc1c(CNC23CCC(CCc4c(F)cnc5ccc(OC)nc45)(CC2)OC3)nc2c(c1C)OCC(=O)N2,0.62578577,9.003089,d129362,CHEMBL3604797,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CC1,1.0,9.05681,d122553,CHEMBL114884,tp0137,CHEMBL333,P08253,1,,,,
O=C(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)Nc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)c1,1.0,9.022497,d121051,CHEMBL3426706,tp0430,CHEMBL1804,P30874,1,,,,
O=C(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)Nc1ccc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1Cl,1.0,9.268529,d121032,CHEMBL3426688,tp0430,CHEMBL1804,P30874,1,,,,
O=C1N(Cc2cccc(CO)c2)[C@H](CCc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(CO)c1,1.0,9.236943,d366080,CHEMBL277389,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C1N(Cc2cccc(-c3cc[nH]n3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2cc[nH]n2)c1,0.9999956,9.622851,d365756,CHEMBL38314,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C1N(Cc2cccc(-c3cc[nH]n3)c2)[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2cc[nH]n2)c1,0.9999981,9.447554,d366109,CHEMBL264852,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)Nc1ccc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)c(Cl)c1,1.0,9.166307,d121034,CHEMBL3426690,tp0430,CHEMBL1804,P30874,1,,,,
O=C1N(Cc2ccc3c[nH]nc3c2)[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2c[nH]nc2c1,0.9999491,9.240883,d366107,CHEMBL416612,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C1N(Cc2ccc3[nH]ncc3c2)[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]ncc2c1,0.99997044,9.382322,d366108,CHEMBL288254,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C1COc2cnc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1,0.99691725,9.5013075,d120648,CHEMBL3425807,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
Nc1[nH]nc2ccc(CN3C(=O)N(Cc4ccccc4)[C@H](CCc4ccccc4)[C@@H](O)[C@H]3Cc3ccccc3)cc12,0.9604017,9.477702,d365896,CHEMBL36581,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2,0.9999267,9.064164,d128871,CHEMBL3601398,tp0013,CHEMBL249,P25103,1,CGM-097,1.0,,
Nc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1,0.751513,9.048533,d115639,CHEMBL3393716,tp0430,CHEMBL1804,P30874,1,,,,
N=C(NO)c1cccc(CN2C(=O)N(Cc3cccc(/C(N)=N\O)c3)[C@H](CCc3ccc(F)cc3)[C@@H](O)[C@H]2Cc2ccc(F)cc2)c1,0.9999982,10.205516,d123758,CHEMBL116517,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(O[C@H]1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1,1.0,9.221373,d370587,CHEMBL558910,tp0077,CHEMBL1821,P08173,1,,,,
O=c1c2c(F)cc(C3CC3)cc2ccn1-c1cccc(-c2ncnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)cc23)c1CO,0.66302025,9.017733,d117451,CHEMBL3402572,tp0176,CHEMBL1628481,P35414,1,,,,
O=C(Nc1nccs1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nccs4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,1.0,9.48104,d366001,CHEMBL286671,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
Nc1noc2ccc(CN3C(=O)N(Cc4ccc5onc(N)c5c4)[C@H](Cc4ccccc4)[C@H](O)[C@H]3CCc3ccccc3)cc12,0.95754254,9.007101,d365878,CHEMBL432093,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
Nc1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,0.9999963,10.099138,d365894,CHEMBL290362,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
Nc1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](CCc3ccccc3)[C@@H](O)[C@H]2Cc2ccccc2)c1,0.99999696,10.11378,d365983,CHEMBL37593,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NC/C(F)=C/c3cc(F)ccc3F)(CC1)CO2,0.9995543,9.122763,d120671,CHEMBL3425938,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
Nc1cccc(CN2C(=O)N(Cc3ccc4[nH]nc(N)c4c3)[C@H](CCc3ccccc3)[C@@H](O)[C@H]2Cc2ccccc2)c1,0.9975626,9.951105,d365843,CHEMBL446395,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
Nc1[nH]nc2ccc(CN3C(=O)N(Cc4ccccc4)[C@H](Cc4ccccc4)[C@H](O)[C@H]3CCc3ccccc3)cc12,0.9654702,9.490765,d365897,CHEMBL431321,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C1CSc2ccc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1,0.9994828,9.725065,d120643,CHEMBL3425798,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COC(=O)c1cccc(CN2C(=O)N(Cc3cccc(-c4cc[nH]n4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,1.0,9.778105,d417483,CHEMBL64300,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)cc1,1.0,9.27968,d416501,CHEMBL302859,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CC(C)NC(=O)c1ccc(C2(C3CCN(C4CCN(C(=O)c5cccc6[nH]ccc56)CC4)CC3)OCCO2)cc1,0.99866426,9.092768,d411164,CHEMBL52852,tp0238,CHEMBL264,Q9Y5N1,1,,,,
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H]1CSSC[C@H](C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,0.9999999,9.127167,d413339,CHEMBL410616,tp0430,CHEMBL1804,P30874,1,,,,
CC(C)C[C@@H]1[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2cccc(C(=O)Nc3nc4ccccc4[nH]3)c2)C(=O)N1Cc1cccc(C(=O)Nc2nc3ccccc3[nH]2)c1,0.99999124,9.160848,d413933,CHEMBL428348,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
Nc1cccc(CN2C(=O)N(Cc3cccc(-c4cc[nH]n4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,0.99999744,10.14802,d417412,CHEMBL60352,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(NCCN1CCOCC1)c1cccc(CN2C(=O)N(Cc3cccc(-c4cc[nH]n4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,1.0,10.073207,d417308,CHEMBL304713,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CN[C@H](CC(=O)NC3CCC3)C[C@H]2c2ccc(Cl)c(Cl)c2)oc1Cl,0.99991477,9.019964,d195815,CHEMBL4447158,tp0713,CHEMBL2063,Q16739,1,,,,
O=C1N(Cc2ccc(O)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2cc[nH]n2)c1,0.9999992,10.001489,d417309,CHEMBL61173,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C1N(Cc2cccc(-c3c[nH]cn3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2c[nH]cn2)c1,0.99985915,9.535205,d417445,CHEMBL291621,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CC(C)C[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@@H](C(N)=O)NC1=O,0.9999999,9.127168,d413338,CHEMBL443068,tp0430,CHEMBL1804,P30874,1,,,,
O=C1N(Cc2cccc(-c3c[nH]nn3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2c[nH]nn2)c1,0.99998266,9.689744,d417365,CHEMBL444038,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C1N(Cc2cccc(-c3cn[nH]c3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2cn[nH]c2)c1,0.9999685,9.749548,d417307,CHEMBL304491,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C1N(Cc2cccc(-c3nc[nH]n3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2nc[nH]n2)c1,0.9996602,9.333183,d417364,CHEMBL293654,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C1N(Cc2cccc(-c3ncc[nH]3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2ncc[nH]2)c1,0.9999615,9.270274,d417374,CHEMBL434019,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C1N(Cc2cccc(-c3nn[nH]n3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2nn[nH]n2)c1,0.9999968,9.49471,d417472,CHEMBL302864,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
